flight_number,airline,origin,destination,date,departure,arrival,class,seat_no,attribute,seat_price,status,pnr,ticket_number
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21A,Window,7100000,occupied,EGJHSJ,7385393580684
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21B,Middle,6950000,occupied,OHGI5B,7389689981247
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21C,Middle,6950000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21D,Aisle,7100000,occupied,RONE1X,7388808103255
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21E,Middle,6950000,occupied,DVFEI2,7387757224535
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21F,Aisle,7100000,occupied,0ZXE4T,7386009484906
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21G,Aisle,7100000,occupied,MRDVYL,7384802829145
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21J,Aisle,7100000,occupied,0EIIUT,7388385160516
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,21K,Window,7100000,occupied,PWAE9A,7389381073680
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22A,Window,7100000,occupied,XR57XH,7381694316562
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22B,Middle,6950000,occupied,J4W7Y2,7385438015365
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22C,Middle,6950000,occupied,NSBJ4W,7385276534409
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22D,Aisle,7100000,occupied,A10X20,7381792938718
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22E,Middle,6950000,occupied,JFHEKB,7382167358556
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22F,Aisle,7100000,occupied,ZMXCL6,7380766436294
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22G,Aisle,7100000,occupied,JBOP97,7388282031592
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22J,Aisle,7100000,occupied,AE3HND,7382459790925
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,22K,Window,7100000,occupied,N010F1,7381036848540
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23A,Window,7100000,occupied,QFN8QP,7384482698825
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23B,Middle,6950000,occupied,KKEEJ7,7383459508632
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23C,Middle,6950000,occupied,ZMEOVG,7386828956798
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23D,Aisle,7100000,occupied,N8P6KR,7387293859553
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23E,Middle,6950000,occupied,9IT01H,7381023985694
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23F,Aisle,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23G,Aisle,7100000,occupied,H8QF2H,7383286729402
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23J,Aisle,7100000,occupied,TC9LZH,7383360435185
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,23K,Window,7100000,occupied,FK01DW,7389139261501
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24A,Window,7100000,occupied,MMQC70,7383726483041
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24B,Middle,6950000,occupied,90BNF0,7384806157325
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24C,Middle,6950000,occupied,1M4K8H,7386622960685
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24D,Aisle,7100000,occupied,H2I526,7385356855524
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24E,Middle,6950000,occupied,58SY4V,7381526175837
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24F,Aisle,7100000,occupied,SJUOYM,7381810900414
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24G,Aisle,7100000,occupied,LV3Q8Z,7384391138065
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24J,Aisle,7100000,occupied,LLIOGH,7389616447890
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,24K,Window,7100000,occupied,W09LTC,7386166573968
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25A,Window,7100000,occupied,Q3SMEJ,7380706197733
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25B,Middle,6950000,occupied,HELXL8,7383812732317
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25C,Middle,6950000,occupied,2R4743,7385636586612
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25D,Aisle,7100000,occupied,WBVP4T,7385088533789
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25E,Middle,6950000,occupied,RONCA0,7387795371118
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25F,Aisle,7100000,occupied,QSO3FD,7383596775883
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25G,Aisle,7100000,occupied,G0VAMY,7385540994467
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25J,Aisle,7100000,occupied,C02LV3,7381603854183
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,25K,Window,7100000,occupied,UKNR1R,7388950050100
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26A,Window,7100000,occupied,K1VR5V,7380367957745
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26B,Middle,6950000,occupied,GJMT33,7381705341133
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26C,Middle,6950000,occupied,DS9028,7382238900263
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26D,Aisle,7100000,occupied,BK8UDZ,7384371373012
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26E,Middle,6950000,occupied,75N34C,7382939246325
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26F,Aisle,7100000,occupied,G9D7WK,7388493303673
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26G,Aisle,7100000,occupied,XN1I1S,7388985367456
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26J,Aisle,7100000,occupied,0XU3FR,7385714488306
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,26K,Window,7100000,occupied,Q4W1RB,7383105362116
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27A,Window,7100000,occupied,BOWP9Z,7380780273294
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27B,Middle,6950000,occupied,ZX1CQS,7386010034960
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27C,Middle,6950000,occupied,GGB6SE,7380528859715
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27D,Aisle,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27E,Middle,6950000,occupied,OQYO7K,7381894348794
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27F,Aisle,7100000,occupied,S2MM2A,7382212602481
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27G,Aisle,7100000,occupied,MMGAIK,7382804411201
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27J,Aisle,7100000,occupied,7RJZY7,7385462982800
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,27K,Window,7100000,occupied,QFUNTO,7380748453806
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28A,Window,7100000,occupied,FS18ZU,7385920197383
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28B,Middle,6950000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28C,Middle,6950000,occupied,ES13I4,7388687657748
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28D,Aisle,7100000,occupied,7IG27I,7380948946237
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28E,Middle,6950000,occupied,YDI7NV,7381891279229
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28F,Aisle,7100000,occupied,ULEMGX,7383326318021
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28G,Aisle,7100000,occupied,WFIWOF,7381790251006
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28J,Aisle,7100000,occupied,3O9CNW,7385018958153
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,28K,Window,7100000,occupied,LY6BO2,7386138371086
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29A,Window,7100000,occupied,CP3TDE,7389550276290
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29B,Middle,6950000,occupied,Q1O69Z,7382648830041
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29C,Middle,6950000,occupied,XBDCXT,7380006528722
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29D,Aisle,7100000,occupied,NGPS2N,7386325383059
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29E,Middle,6950000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29F,Aisle,7100000,occupied,FSSHB1,7387886938632
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29G,Aisle,7100000,occupied,FTWK5L,7381465239192
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29J,Aisle,7100000,occupied,QRYVIG,7382976287836
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,29K,Window,7100000,occupied,VP8AFZ,7387537588384
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30A,Window,7100000,occupied,F7DNW4,7387445189606
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30B,Middle,6950000,occupied,804NZX,7389645024180
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30C,Middle,6950000,occupied,GVXVCJ,7387362869414
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30D,Aisle,7100000,occupied,WA2JUM,7382724695712
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30E,Middle,6950000,occupied,X2MBFK,7383241997523
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30F,Aisle,7100000,occupied,HT09TT,7385078109049
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30G,Aisle,7100000,occupied,VCA55Z,7386890357196
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30J,Aisle,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,30K,Window,7100000,occupied,XNVUS9,7382302298515
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31A,Window,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31B,Middle,6950000,occupied,YTPC45,7385898921269
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31C,Middle,6950000,occupied,FYQ62C,7383531216027
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31D,Aisle,7100000,occupied,IWLOY6,7385324836224
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31E,Middle,6950000,occupied,5YY2H6,7388757124908
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31F,Aisle,7100000,occupied,DYW904,7381464594288
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31G,Aisle,7100000,occupied,PD9YDL,7381347980041
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31J,Aisle,7100000,occupied,MAL1JM,7389919223261
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,31K,Window,7100000,occupied,MANMKT,7380606334068
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32A,Window,7100000,occupied,KN8JVC,7385790256875
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32B,Middle,6950000,occupied,FO4Z34,7386586884229
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32C,Middle,6950000,occupied,8FXVG7,7383666482202
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32D,Aisle,7100000,occupied,UNU1IU,7382507636857
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32E,Middle,6950000,occupied,1VXW5L,7381107974971
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32F,Aisle,7100000,occupied,MLRWYS,7385990873698
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32G,Aisle,7100000,occupied,AO9XVO,7389564272839
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32J,Aisle,7100000,occupied,AD37JD,7385804094737
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,32K,Window,7100000,occupied,6N6EMQ,7385771809002
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33A,Window,7100000,occupied,OPZOR4,7382163996221
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33B,Middle,6950000,occupied,IEB813,7383675164413
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33C,Middle,6950000,occupied,P5EDBJ,7381660592764
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33D,Aisle,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33E,Middle,6950000,occupied,JLU8E6,7384831682328
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33F,Aisle,7100000,occupied,F343PM,7383921375969
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33G,Aisle,7100000,occupied,IEYYKS,7384012829372
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33J,Aisle,7100000,occupied,0LZOM7,7380816776111
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,33K,Window,7100000,occupied,47A8LR,7387450485566
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34A,Window,7100000,occupied,J296JN,7384432955326
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34B,Middle,6950000,occupied,Y06PDQ,7383620653443
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34C,Middle,6950000,occupied,J3X7NH,7386550325888
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34D,Aisle,7100000,occupied,2VCE4Y,7386272503679
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34E,Middle,6950000,occupied,6Y3A05,7386773619192
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34F,Aisle,7100000,occupied,40G64Q,7384979751999
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34G,Aisle,7100000,occupied,PANJCE,7389730270429
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34J,Aisle,7100000,occupied,RPMH83,7388485318057
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,34K,Window,7100000,occupied,POBVLV,7385577653617
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35A,Window,7100000,occupied,TQWUA5,7380466820294
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35B,Middle,6950000,occupied,XE5CCM,7380635176961
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35C,Middle,6950000,occupied,K7XO22,7386059655267
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35D,Aisle,7100000,occupied,5AQ296,7388829185162
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35E,Middle,6950000,occupied,JTQP86,7381855723663
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35F,Aisle,7100000,occupied,7NEVPZ,7386835895901
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35G,Aisle,7100000,occupied,UML6F3,7384603027603
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35J,Aisle,7100000,occupied,9HYIP5,7386413547293
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,35K,Window,7100000,occupied,TQHPUO,7387947665101
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36A,Window,7100000,occupied,06WIWR,7383976969232
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36B,Middle,6950000,occupied,BUS72V,7388267865492
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36C,Middle,6950000,occupied,KH0NN1,7388459475001
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36D,Aisle,7100000,occupied,K0U858,7381732123335
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36E,Middle,6950000,occupied,8L50VK,7386794623303
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36F,Aisle,7100000,occupied,DYNQEW,7384862344819
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36G,Aisle,7100000,occupied,0J6VF5,7381810611010
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36J,Aisle,7100000,occupied,3IEYTG,7385228217839
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,36K,Window,7100000,occupied,UBOHF1,7384953685019
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37A,Window,7100000,occupied,LY1S7K,7383303007853
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37B,Middle,6950000,occupied,1H75H6,7386602589542
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37C,Middle,6950000,occupied,CBI4EM,7386126627368
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37D,Aisle,7100000,occupied,VUSZHX,7389031126511
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37E,Middle,6950000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37F,Aisle,7100000,occupied,2OTQJF,7380195224404
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37G,Aisle,7100000,occupied,DSAXZ4,7384602201764
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37J,Aisle,7100000,occupied,9FARWU,7381428533010
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,37K,Window,7100000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38A,Window,7100000,occupied,2AQ4GZ,7387187906396
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38B,Middle,6950000,occupied,7UX7EN,7384736366772
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38C,Middle,6950000,occupied,XRLE07,7389620447610
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38D,Aisle,7100000,occupied,DNXDOL,7389127685319
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38E,Middle,6950000,occupied,SSEWBF,7384905801494
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38F,Aisle,7100000,occupied,7JZSK6,7380639913309
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38G,Aisle,7100000,occupied,QKYRHM,7384376614941
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38J,Aisle,7100000,occupied,ZNFCVX,7385826397951
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,38K,Window,7100000,occupied,8OZ0DK,7389537458821
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39A,Window,7100000,occupied,VH416M,7386505739674
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39B,Middle,6950000,available,,
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39C,Middle,6950000,occupied,L71JTV,7387414456756
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39D,Aisle,7100000,occupied,AP60MP,7386254511911
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39E,Middle,6950000,occupied,Y124AK,7386843926243
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39F,Aisle,7100000,occupied,6U219D,7384085085819
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39G,Aisle,7100000,occupied,Z11C1W,7387051394502
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39J,Aisle,7100000,occupied,OL52JW,7383859335336
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,39K,Window,7100000,occupied,Z1MRP7,7381331942714
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40A,Window,7100000,occupied,R89E4L,7383270766085
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40B,Middle,6950000,occupied,KIAZD1,7386880559275
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40C,Middle,6950000,occupied,IGJ84Z,7381978147888
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40D,Aisle,7100000,occupied,B79DJ8,7381221123913
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40E,Middle,6950000,occupied,TQ5FWV,7382596438250
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40F,Aisle,7100000,occupied,FB2G1E,7388099521651
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40G,Aisle,7100000,occupied,O0W37C,7386507692695
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40J,Aisle,7100000,occupied,VYP03A,7387185930406
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,40K,Window,7100000,occupied,UANDYQ,7381512757828
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41A,Window,7100000,occupied,A5UDH5,7383874116165
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41B,Middle,6950000,occupied,FXJ1KH,7380480144896
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41C,Middle,6950000,occupied,I4ZP0T,7382900877889
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41D,Aisle,7100000,occupied,W3HNN1,7382441123637
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41E,Middle,6950000,occupied,R73PGG,7380191162469
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41F,Aisle,7100000,occupied,2L8UVV,7387660199715
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41G,Aisle,7100000,occupied,LC7AJY,7388637087792
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41J,Aisle,7100000,occupied,6BYBDB,7384746717590
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,41K,Window,7100000,occupied,EM77AP,7387884020064
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42A,Window,7100000,occupied,NMB02X,7385857451153
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42B,Middle,6950000,occupied,Z9NV6V,7383466246284
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42C,Middle,6950000,occupied,I6XRWX,7384558825283
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42D,Aisle,7100000,occupied,4O5TH1,7383325347520
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42E,Middle,6950000,occupied,3H6S3O,7382510715836
VN414,Vietnam Airlines,Hà Nội,Seoul,2026-04-15,22:50,04:50,economy,42F,Aisle,7100000,available,,
